rank,previous_rank,points,previous_points,team_Albania,team_Algeria,team_American Samoa,team_Andorra,team_Angola,team_Anguilla,team_Antigua and Barbuda,team_Argentina,team_Armenia,team_Aruba,team_Australia,team_Austria,team_Azerbaijan,team_Bahamas,team_Bahrain,team_Bangladesh,team_Barbados,team_Belarus,team_Belgium,team_Belize,team_Benin,team_Bermuda,team_Bhutan,team_Bolivia,team_Bosnia and Herzegovina,team_Botswana,team_Brazil,team_British Virgin Islands,team_Brunei Darussalam,team_Bulgaria,team_Burkina Faso,team_Burundi,team_Cabo Verde,team_Cambodia,team_Cameroon,team_Canada,team_Cayman Islands,team_Central African Republic,team_Chad,team_Chile,team_China PR,team_Chinese Taipei,team_Colombia,team_Comoros,team_Congo,team_Congo DR,team_Cook Islands,team_Costa Rica,team_Croatia,team_Cuba,team_Curaçao,team_Cyprus,team_Czechia,team_Côte d'Ivoire,team_Denmark,team_Djibouti,team_Dominica,team_Dominican Republic,team_Ecuador,team_Egypt,team_El Salvador,team_England,team_Equatorial Guinea,team_Eritrea,team_Estonia,team_Eswatini,team_Ethiopia,team_Faroe Islands,team_Fiji,team_Finland,team_France,team_Gabon,team_Georgia,team_Germany,team_Ghana,team_Gibraltar,team_Greece,team_Grenada,team_Guam,team_Guatemala,team_Guinea,team_Guinea-Bissau,team_Guyana,team_Haiti,team_Honduras,team_Hong Kong,team_Hungary,team_IR Iran,team_Iceland,team_India,team_Indonesia,team_Iraq,team_Israel,team_Italy,team_Jamaica,team_Japan,team_Jordan,team_Kazakhstan,team_Kenya,team_Korea DPR,team_Korea Republic,team_Kosovo,team_Kuwait,team_Kyrgyz Republic,team_Laos,team_Latvia,team_Lebanon,team_Lesotho,team_Liberia,team_Libya,team_Liechtenstein,team_Lithuania,team_Luxembourg,team_Macau,team_Madagascar,team_Malawi,team_Malaysia,team_Maldives,team_Mali,team_Malta,team_Mauritania,team_Mauritius,team_Mexico,team_Moldova,team_Mongolia,team_Montenegro,team_Montserrat,team_Morocco,team_Mozambique,team_Myanmar,team_Namibia,team_Nepal,team_Netherlands,team_New Caledonia,team_New Zealand,team_Nicaragua,team_Niger,team_Nigeria,team_North Macedonia,team_Northern Ireland,team_Norway,team_Oman,team_Pakistan,team_Palestine,team_Panama,team_Papua New Guinea,team_Paraguay,team_Peru,team_Philippines,team_Poland,team_Portugal,team_Puerto Rico,team_Qatar,team_Republic of Ireland,team_Romania,team_Russia,team_Rwanda,team_Samoa,team_San Marino,team_Saudi Arabia,team_Scotland,team_Senegal,team_Serbia,team_Seychelles,team_Sierra Leone,team_Singapore,team_Slovakia,team_Slovenia,team_Solomon Islands,team_Somalia,team_South Africa,team_South Sudan,team_Spain,team_Sri Lanka,team_St Kitts and Nevis,team_St Lucia,team_St Vincent and the Grenadines,team_Sudan,team_Suriname,team_Sweden,team_Switzerland,team_Syria,team_São Tomé and Príncipe,team_Tahiti,team_Tajikistan,team_Tanzania,team_Thailand,team_The Gambia,team_Timor-Leste,team_Togo,team_Tonga,team_Trinidad and Tobago,team_Tunisia,team_Turkmenistan,team_Turks and Caicos Islands,team_Türkiye,team_US Virgin Islands,team_USA,team_Uganda,team_Ukraine,team_United Arab Emirates,team_Uruguay,team_Uzbekistan,team_Vanuatu,team_Venezuela,team_Vietnam,team_Wales,team_Yemen,team_Zambia,team_Zimbabwe,team_code_AIA,team_code_ALB,team_code_ALG,team_code_AND,team_code_ANG,team_code_ARG,team_code_ARM,team_code_ARU,team_code_ASA,team_code_ATG,team_code_AUS,team_code_AUT,team_code_AZE,team_code_BAH,team_code_BAN,team_code_BDI,team_code_BEL,team_code_BEN,team_code_BER,team_code_BFA,team_code_BHR,team_code_BHU,team_code_BIH,team_code_BLR,team_code_BLZ,team_code_BOL,team_code_BOT,team_code_BRA,team_code_BRB,team_code_BRU,team_code_BUL,team_code_CAM,team_code_CAN,team_code_CAY,team_code_CGO,team_code_CHA,team_code_CHI,team_code_CHN,team_code_CIV,team_code_CMR,team_code_COD,team_code_COK,team_code_COL,team_code_COM,team_code_CPV,team_code_CRC,team_code_CRO,team_code_CTA,team_code_CUB,team_code_CUW,team_code_CYP,team_code_CZE,team_code_DEN,team_code_DJI,team_code_DMA,team_code_DOM,team_code_ECU,team_code_EGY,team_code_ENG,team_code_EQG,team_code_ERI,team_code_ESP,team_code_EST,team_code_ETH,team_code_FIJ,team_code_FIN,team_code_FRA,team_code_FRO,team_code_GAB,team_code_GAM,team_code_GEO,team_code_GER,team_code_GHA,team_code_GIB,team_code_GNB,team_code_GRE,team_code_GRN,team_code_GUA,team_code_GUI,team_code_GUM,team_code_GUY,team_code_HAI,team_code_HKG,team_code_HON,team_code_HUN,team_code_IDN,team_code_IND,team_code_IRL,team_code_IRN,team_code_IRQ,team_code_ISL,team_code_ISR,team_code_ITA,team_code_JAM,team_code_JOR,team_code_JPN,team_code_KAZ,team_code_KEN,team_code_KGZ,team_code_KOR,team_code_KOS,team_code_KSA,team_code_KUW,team_code_LAO,team_code_LBN,team_code_LBR,team_code_LBY,team_code_LCA,team_code_LES,team_code_LIE,team_code_LTU,team_code_LUX,team_code_LVA,team_code_MAC,team_code_MAD,team_code_MAR,team_code_MAS,team_code_MDA,team_code_MDV,team_code_MEX,team_code_MKD,team_code_MLI,team_code_MLT,team_code_MNE,team_code_MNG,team_code_MOZ,team_code_MRI,team_code_MSR,team_code_MTN,team_code_MWI,team_code_MYA,team_code_NAM,team_code_NCA,team_code_NCL,team_code_NED,team_code_NEP,team_code_NGA,team_code_NIG,team_code_NIR,team_code_NOR,team_code_NZL,team_code_OMA,team_code_PAK,team_code_PAN,team_code_PAR,team_code_PER,team_code_PHI,team_code_PLE,team_code_PNG,team_code_POL,team_code_POR,team_code_PRK,team_code_PUR,team_code_QAT,team_code_ROU,team_code_RSA,team_code_RUS,team_code_RWA,team_code_SAM,team_code_SCO,team_code_SDN,team_code_SEN,team_code_SEY,team_code_SGP,team_code_SKN,team_code_SLE,team_code_SLV,team_code_SMR,team_code_SOL,team_code_SOM,team_code_SRB,team_code_SRI,team_code_SSD,team_code_STP,team_code_SUI,team_code_SUR,team_code_SVK,team_code_SVN,team_code_SWE,team_code_SWZ,team_code_SYR,team_code_TAH,team_code_TAN,team_code_TCA,team_code_TGA,team_code_THA,team_code_TJK,team_code_TKM,team_code_TLS,team_code_TOG,team_code_TPE,team_code_TRI,team_code_TUN,team_code_TUR,team_code_UAE,team_code_UGA,team_code_UKR,team_code_URU,team_code_USA,team_code_UZB,team_code_VAN,team_code_VEN,team_code_VGB,team_code_VIE,team_code_VIN,team_code_VIR,team_code_WAL,team_code_YEM,team_code_ZAM,team_code_ZIM,association_CAF,association_CONCACAF,association_CONMEBOL,association_OFC,association_UEFA
0.0,0.0,1.0,1.0000000000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.004761904761904762,0.004761904761904762,0.9772120695407199,0.9854340901894316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.009523809523809525,0.009523809523809525,0.9375208510953777,0.9376851006761415,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.014285714285714287,0.014285714285714287,0.9244541646587835,0.9322834205673627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.01904761904761905,0.01904761904761905,0.8954387070467437,0.9067744519157339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.02380952380952381,0.028571428571428577,0.8932794602809803,0.8847952018179448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.028571428571428577,0.02380952380952381,0.8831597286577456,0.8876543669789709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.03333333333333334,0.03333333333333334,0.8639674537569041,0.8527110846201131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.0380952380952381,0.0380952380952381,0.8473329132223747,0.8520032782610318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.04285714285714286,0.04285714285714286,0.8380750268747451,0.8397284258759106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
